File Name,Extension,File Size (bytes),Duration,Bitrate,Bitrate _b/s,Video Format,Colour Primaries,Frame Width,Frame Height,Framerate,Framerate Dropframe,Framerate Mode,Scan Type,Scan Order,Pixel Aspect Ratio,Bit Depth,Audio Format,Channel(s),Channel Layout,Audio Bitrate,Audio Bitrate _b/s,Sampling Rate,Compression Mode
ダウンタウンのガキの使いやあらへんで!! 2008.04.20 第0900回 900回記念に(秘)SPゲスト登場 (Xvid 1280x720),avi,545230546,00:24:09.348,3009522,3 010 kb/s,MPEG-4 Visual,,1280,720,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,96000,96.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.04.20 第0900回 900回記念に(秘)SPゲスト登場 [DivX50x 1280x720 24m09s],avi,813623518,00:24:09.982,4489013,4 489 kb/s,MPEG-4 Visual,,1280,720,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,128000,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.04.20 第0900回 記念に(秘)SPゲスト登場 (Xvid 1280x720),avi,545230546,00:24:09.348,3009522,3 010 kb/s,MPEG-4 Visual,,1280,720,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,96000,96.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.04.27 第0901回 ヤッターマンをやるのは誰だ！？ [DivX50x 1280x720 24m09s],avi,456215008,00:24:09.882,2517253,2 517 kb/s,MPEG-4 Visual,,1280,720,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,128000,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.05.04 第0902回 浜田仰天伝説的妖怪の(秘)生態!! [DivX50x 1280x720 24m09s],avi,786616886,00:24:09.882,4340308,4 340 kb/s,MPEG-4 Visual,,1280,720,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,128000,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.05.11 第0903回 奇跡の(秘)スタントマン来日SP [H.264 1280x720 24m09s],mp4,368783307,00:24:09.472,2035408,2 035 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,118368,118 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.05.18 第0904回 「松本崩壊（秘）おかずでご飯一升!!」 (1280x720 x264 AAC),mp4,424517030,00:24:09.435,2343076,2 343 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,153912,154 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.05.18 第0904回 松本崩壊(秘)おかずでご飯一升!! [H.264 1280x720 24m09s],mp4,408233917,00:24:09.472,2253146,2 253 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63992,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.05.25 第0905回 ショージ先生のオバケ退治教室 [H.264 640x480 24m09s],mp4,229752554,00:24:09.557,1267988,1 268 kb/s,AVC,,640,480,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63928,63.9 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.06.01 第0906回 三谷監督サイレント図書館参戦 [H.264 1280x720 24m09s],mp4,312926165,00:24:09.513,1727069,1 727 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63984,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.06.08 第0907回 総勢14人（秘）芸人ハイテンション (Xvid 704x396)修正済み,avi,141757386,00:24:09.448,782408,782 kb/s,MPEG-4 Visual,,704,396,19.980,(20000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,128000,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.06.08 第0907回 総勢14人(秘)芸人ハイテンション [H.264 1280x720 24m09s],mp4,303577551,00:24:09.343,1675670,1 676 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63928,63.9 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.06.15 第0908回 「アノ大物女性歌手５00の（秘）質問」(1280x720 x264 AAC),mp4,193087393,00:24:09.235,1065872,1 066 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,122371,122 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.06.15 第0908回 アノ大物女性歌手500の(秘)質問 [H.264 1280x720 24m09s],mp4,181885932,00:24:09.280,1004007,1 004 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63952,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.06.22 第0909回 500質問ＷＡの衝撃回答に絶叫 [H.264 1280x720 24m09s],mp4,229522015,00:24:09.215,1267014,1 267 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63976,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.06.29 第0910回 独占販売・板尾＆嫁の(秘)通販番組 [H.264 1280x720 24m09s],mp4,335323195,00:24:09.215,1851061,1 851 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63984,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.07.06 第0911回 セクシー腰フリ対決＆街角(秘)刑 [H.264 1280x720 24m09s],mp4,297798354,00:24:09.472,1643624,1 644 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63880,63.9 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.07.13 第0912回 波乱の(秘)人生ゲームで浜田激怒 [H.264 1280x720 24m09s],mp4,289292384,00:24:09.280,1596889,1 597 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63952,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.07.20 第0913回 「もこみち参戦!!豪華釣り選手権」(1280x720 x264 AAC),mp4,412330443,00:24:09.202,2276179,2 276 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,117680,118 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.07.20 第0913回 もこみち参戦!!豪華釣り選手権 [H.264 640x480 24m09s],mp4,247843439,00:24:09.237,1368132,1 368 kb/s,AVC,,640,480,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63984,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.07.27 第0914回 「スターvs巨大魚真剣バトル決着」(DivX685 640x360),avi,410205274,00:24:09.264,2264351,2 264 kb/s,MPEG-4 Visual,,640,360,59.940,(60000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,192000,192 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.07.27 第0914回 スター vs 巨大魚真剣バトル決着 [H.264 640x480 24m09s],mp4,247837659,00:24:09.280,1368059,1 368 kb/s,AVC,,640,480,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63984,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.08.03 第0915回 松本あ然笑い飯の(秘)ヒーロー劇 [H.264 640x480 24m09s],mp4,193458012,00:24:09.173,1067964,1 068 kb/s,AVC,,640,480,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63984,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.08.10 第0916回 芸人界(秘)イビキ王が今夜決定!! [H.264 1280x720 24m09s],mp4,194779875,00:24:09.450,1075055,1 075 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63976,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.08.17 第0917回 雨上がり宮川大輔参戦！(秘)部活 [H.264 640x480 24m09s],mp4,229708822,00:24:09.215,1268046,1 268 kb/s,AVC,,640,480,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63984,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.08.24 第0918回 激闘決着吉本決戦引きずられ部 [H.264 640x480 24m09s],mp4,229769717,00:24:09.557,1268082,1 268 kb/s,AVC,,640,480,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63984,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.08.31 第0919回 「唐沢挑戦ショージ舞妓はん教室」(1280x720 x264 AAC),mp4,479153742,00:24:09.202,2645063,2 645 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,127769,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.09.14 第0921回 遂に決定世界初の斬新罰ゲーム [H.264 1280x720 24m09s],mp4,292766590,00:24:09.280,1616066,1 616 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63984,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.09.21 第0922回 「浜田絶叫罰ゲームでプロレス！？」(1280x720 x264 AAC),mp4,280211152,00:24:09.258,1546784,1 547 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,122939,123 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.09.21 第0922回 浜田絶叫罰ゲームでプロレス！？ [H.264 640x480 24m09s],mp4,193488067,00:24:09.322,1068020,1 068 kb/s,AVC,,640,480,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63984,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.09.28 第0923回 ハリセン・エド出演！女芸人宝塚 [H.264 1280x720 24m09s],mp4,327896811,00:24:09.450,1809772,1 810 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,1,C,63976,64.0 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.10.05 第0924回 松本史上最悪赤っ恥!男の対決 [H.264 1280x720 24m09s],mp4,362471849,00:24:09.513,2000517,2 001 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128408,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.10.19 第0925回 超過酷！遠藤の(秘)モノマネ地獄 [H.264 1280x720 23m39s],mp4,339510179,00:23:39.413,1913524,1 914 kb/s,AVC,,1280,720,29.970,(30000/1001),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128232,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.10.26 第0926回 タクシー運転手笑わせ王決定戦 [H.264 1280x720 23m54s],mp4,406325003,00:23:54.538,2265956,2 266 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128184,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.11.02 第0927回 芸人８組最強の笑わせ王が決定 [H.264 1280x720 23m39s],mp4,457780286,00:23:39.753,2579493,2 579 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128184,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.11.09 第0928回 超難解!!(秘)きき納豆 [H.264 1280x720 23m39s],mp4,389894505,00:23:39.540,2197301,2 197 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128272,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.11.16 第0929回 はるな愛・ETキング・島倉熱唱 [H.264 1280x720 23m39s],mp4,420895145,00:23:39.753,2371653,2 372 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128336,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.11.23 第0930回 恒例企画天素vsガキ(秘)大喜利! [H.264 1280x720 23m45s],mp4,347232664,00:23:45.855,1948207,1 948 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128240,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.11.30 第0931回 会場騒然浜田の(秘)顔面職人芸! [H.264 1280x720 23m54s],mp4,372140320,00:23:54.687,2075102,2 075 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128272,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.12.07 第0932回 完全決着天素vsガキ [H.264 1280x720 24m09s],mp4,320563431,00:24:09.620,1769089,1 769 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128264,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.12.14 第0933回 500問(秘)男が仰天回答を連発 [H.264 1280x720 24m09s],mp4,272385428,00:24:09.387,1503452,1 503 kb/s,AVC,,1280,720,29.970,(30000/1001),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128264,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.12.21 第0934回 08名作選笑撃(秘)VTRベスト10 (インタレ保持) [H.264 1440x1080 23m55s],mp4,591434234,00:23:55.072,3297029,3 297 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125375,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.12.28 第0935回 (秘)大晦日笑ってはいけないSP (インタレ保持) [H.264 720x480 21m55s],mp4,259887939,00:21:55.072,1580981,1 581 kb/s,AVC,,720,480,29.970,(30000/1001),CFR,MBAFF,TFF,1.185,8 bits,AAC,2,L R,127919,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.12.31 SP 大晦日年越しSP!! 第1部 「大メインクライマックス2008!山崎VSモリマン 炎のファイナルリベンジマッチ!!」 (1h27m59s 704x396 DivX6.8.2+MP3),avi,2427209080,01:27:59.641,3677840,3 678 kb/s,MPEG-4 Visual,,704,396,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,2,,128000,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.12.31-1 SP 大晦日年越しSP!! 第１部 山崎vsモリマン 大晦日対決SP (インタレ保持) [H.264 1440x1080 1h26m25s],mp4,3663152955,01:26:25.195,5651711,5 652 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125375,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.12.31-2 SP 大晦日年越しSP!! 第２部 笑ってはいけない新聞社24時！前半 (インタレ保持) [H.264 1440x1080 1h41m24s],mp4,1744541124,01:41:24.821,2293630,2 294 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125375,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2008.12.31-3 SP 大晦日年越しSP!! 第２部 笑ってはいけない新聞社24時！後半 (インタレ保持) [H.264 1440x1080 1h35m42s],mp4,1565928491,01:35:42.805,2181413,2 181 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125375,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.01.04 第0936回 「山崎惨敗(秘)未公開集」(1280x720 x264 AAC 59.94fps),mkv,428099389,00:24:09.557,2362649,2 363 kb/s,AVC,,1280,720,59.940,(60000/1001),CFR,Progressive,,1.000,8 bits,AAC,2,L R,,,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.01.04 第0936回 山崎惨敗モリマン戦(秘)未公開集 (インタレ保持) [H.264 1440x1080 23m24s],mp4,751762550,00:23:24.373,4282410,4 282 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125375,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.01.04 第0936回 山崎惨敗モリマン戦(秘)未公開集 [H.264 1280x720 23m24s],mp4,591074646,00:23:24.415,3366951,3 367 kb/s,AVC,,1280,720,29.970,(29970/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,128216,128 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.01.11 第0937回 笑ってはいけない新聞社完全版 (インタレ保持) [H.264 1440x1080 23m55s],mp4,339520688,00:23:55.008,1892788,1 893 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125375,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.01.11 第0937回 絶対に笑ってはいけない新聞社24時 未放送分 その1,mp4,476743048,00:24:07.851,2634211,2 634 kb/s,AVC,BT.709,1280,720,29.970,(30000/1001),VFR,Progressive,,1.000,8 bits,AAC,2,L R,120090,120 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.01.18 第0938回 笑ってはいけない新聞社完結編 (インタレ保持) [H.264 1440x1080 23m27s],mp4,341469281,00:23:27.659,1940636,1 941 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125374,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.01.18 第0938回 笑ってはいけない新聞社完結編 (インタレ保持) [H.264 1440x1080 23m27s].2,mp4,341473092,00:23:27.658,1940659,1 941 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125368,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.01.18 第0938回 絶対に笑ってはいけない新聞社24時 未放送分 その2,mp4,476333038,00:24:08.341,2631055,2 631 kb/s,AVC,BT.709,1280,720,29.970,(30000/1001),VFR,Progressive,,1.000,8 bits,AAC,2,L R,120814,121 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.01.25 第0939回 大新年会(秘)若手芸人ネタバトル (インタレ保持) [H.264 1440x1080 23m55s],mp4,506696625,00:23:55.115,2824563,2 825 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125374,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.02.01 第0940回,avi,389223502,00:24:09.850,2147662,2 148 kb/s,MPEG-4 Visual,,640,480,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,128000,128 kb/s,44.1 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.02.08 第0941回 Ｍ１常連芸人七変化で爆笑連発 (インタレ保持) [H.264 1440x1080 23m55s],mp4,391577264,00:23:55.051,2182932,2 183 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125375,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.02.15 第0942回 前人未到史上最多パイ投げ地獄 (インタレ保持) [H.264 1440x1080 23m55s],mp4,686455915,00:23:55.072,3826740,3 827 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125375,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.02.22 第0943回 「理解不能顔デカ芸人お笑い授業」(1280x720 x264 AAC 59.94fps),mkv,282663469,00:24:09.386,1560183,1 560 kb/s,AVC,,1280,720,59.940,(60000/1001),CFR,Progressive,,1.000,8 bits,AAC,2,L R,,,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.02.22 第0943回 理解不能顔デカ芸人お笑い授業 (インタレ保持) [H.264 1440x1080 23m55s],mp4,516563253,00:23:55.051,2879693,2 880 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125375,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.03.01 第0944回 ショージ先生のドラキュラ教室 (インタレ保持) [H.264 1440x1080 24m09s],mp4,539606708,00:24:09.963,2977216,2 977 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125378,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.03.01 第0944回 村上ショージ教室シリーズ第8弾!! 村上ショージのドラキュラ教室,avi,315502592,00:24:09.960,1740752,1 741 kb/s,MPEG-4 Visual,,576,432,29.970,(30000/1001),,Progressive,,1.000,8 bits,MPEG Audio,1,,70081,70.1 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.03.08 第0945回 笑い飯・西田 七変化～!!,mp4,481915420,00:24:07.851,2662790,2 663 kb/s,AVC,,1280,720,29.970,(30000/1001),CFR,Progressive,,1.000,8 bits,AAC,2,L R,159706,160 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.03.08 第0945回 超実力派Ｍ１芸人爆笑(秘)七変化 (インタレ保持) [H.264 1440x1080 24m09s],mp4,369681190,00:24:09.920,2039733,2 040 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125375,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.03.15 第0946回 ハプニング続出ききケチャップ (インタレ保持) [H.264 1440x1080 24m10s],mp4,560583434,00:24:10.027,3092817,3 093 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125377,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.03.22 第0947回 (秘)検証で後輩芸人の本性を暴く (インタレ保持) [H.264 1440x1080 24m09s],mp4,318907063,00:24:09.920,1759584,1 760 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125377,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.03.29 第0948回 あの人気芸人の本性に松本激怒 (インタレ保持) [H.264 1440x1080 24m09s],mp4,269611603,00:24:09.963,1487550,1 488 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125378,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.03.29 第0949回 「人気芸人に厳重注意」(1280x720 x264 AAC 59.94fps),mkv,226488753,00:24:09.344,1250159,1 250 kb/s,AVC,,1280,720,59.940,(60000/1001),CFR,Progressive,,1.000,8 bits,AAC,2,L R,,,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.04.04 第0949回 サヨナラ山崎！(秘)20年目の真実 (インタレ保持) [H.264 1440x1080 24m02s],mp4,354496995,00:24:02.453,1966079,1 966 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125374,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.04.11 第0950回 祝９５０回被害者は(秘)ＳＰゲスト (インタレ保持) [H.264 1440x1080 24m09s],mp4,381158854,00:24:09.920,2103061,2 103 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125375,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.04.19 第0951回 新千秋オーディション!!,mp4,482071417,00:24:08.853,2661810,2 662 kb/s,AVC,,1280,720,29.970,(30000/1001),CFR,Progressive,,1.000,8 bits,AAC,2,L R,159557,160 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.04.19 第0951回 遠藤祈願新千秋オーディション (インタレ保持) [H.264 1440x1080 23m43s],mp4,340491759,00:23:43.125,1914051,1 914 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125377,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.04.26 第0952回 佐野元春珍回答連発５００の質問 (インタレ保持) [H.264 1440x1080 24m09s],mp4,353074511,00:24:09.984,1948019,1 948 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125378,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.05.03 第0953回 (1280x720 60fps BT.709),mp4,174009537,00:24:10.027,960035,960 kb/s,AVC,,1280,720,59.940,(59940/1000),VFR,Progressive,,1.000,8 bits,AAC,2,L R,192000,192 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.05.03 第0953回 佐野元春の500のコト 後編,mp4,481808827,00:24:07.851,2662201,2 662 kb/s,AVC,,1280,720,29.970,(30000/1001),CFR,Progressive,,1.000,8 bits,AAC,2,L R,159401,159 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.05.03 第0953回 遂に決着佐野元春の５００の質問 (インタレ保持) [H.264 1440x1080 24m09s],mp4,381785034,00:24:09.963,2106454,2 106 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125374,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.05.10 第0954回 恒例企画(秘)芸人ハイテンション (インタレ保持) [H.264 1440x1080 24m09s],mp4,731352962,00:24:09.963,4035154,4 035 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125374,125 kb/s,48.0 kHz,Lossy
ダウンタウンのガキの使いやあらへんで!! 2009.05.17 第0955回 注目芸人続々(秘)ハイテンション (インタレ保持) [H.264 1440x1080 24m06s],mp4,705982103,00:24:06.251,3905171,3 905 kb/s,AVC,BT.709,1440,1080,29.970,(30000/1001),CFR,MBAFF,TFF,1.333,8 bits,AAC,2,L R,125377,125 kb/s,48.0 kHz,Lossy
