cctid,show_id,show,show_ja,date,episode,segment,name_ja,description_ja,metadata,playlist,subbed,ccturl
knightscoop_20130906_33_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-09-06,33,2,いたずら三人組を返り討ちにしたい!!,,"{""ホスト"":""林裕人, ""探偵"":""たむらけんじ, ""位置"":""奈良県奈良市""}",,True,https://chikichiki.tube/knightscoop/video/2013-09-06-2-en
knightscoop_20130906_33_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-09-06,33,3,おしぼり人形の師匠に弟子入りしたい,,"{""ホスト"":""林裕人, ""探偵"":""桂小枝, ""位置"":""仙台市""}",,,
knightscoop_20130913_34_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-09-13,34,1,家事に悩む7歳児,,"{""ホスト"":""山田五郎, ""探偵"":""田村裕, ""位置"":""大阪府藤井寺市""}",,,
knightscoop_20130913_34_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-09-13,34,2,野生のニワトリを捕まえたい！,,"{""ホスト"":""山田五郎, ""探偵"":""松村邦洋, ""位置"":""鹿児島県""}",,,
knightscoop_20130913_34_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-09-13,34,3,世界的ジャグラーができない普通のこと,,"{""ホスト"":""山田五郎, ""探偵"":""竹山隆範, ""位置"":""京都府""}",,,
knightscoop_20130920_35_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-09-20,35,1,母と息子の料理対決,,"{""ホスト"":""ルー大柴, ""探偵"":""たむらけんじ, ""位置"":""大阪府""}",,,
knightscoop_20130920_35_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-09-20,35,2,ひょっとこが怖い,,"{""ホスト"":""ルー大柴, ""探偵"":""田村裕, ""位置"":""宮崎市""}",,,
knightscoop_20130920_35_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-09-20,35,3,玉子焼きを作れなくて泣く父,,"{""ホスト"":""ルー大柴, ""探偵"":""間寛平, ""位置"":""和歌山県""}",,,
knightscoop_20130927_36_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-09-27,36,1,帰宅部の魔球vs金本,,"{""ホスト"":""キダ・タロー, ""探偵"":""松村邦洋, ""位置"":""大阪府""}",,,
knightscoop_20130927_36_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-09-27,36,2,復活！取り立て屋成樹 ギター,,"{""ホスト"":""キダ・タロー, ""探偵"":""長原成樹, ""位置"":""""}",,,
knightscoop_20130927_36_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-09-27,36,3,復活！取り立て屋成樹 ユニフォーム,,"{""ホスト"":""キダ・タロー, ""探偵"":""長原成樹, ""位置"":""""}",,,
knightscoop_20130927_36_4,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-09-27,36,4,復活！取り立て屋成樹 チンコ,,"{""ホスト"":""キダ・タロー, ""探偵"":""長原成樹, ""位置"":""""}",,,
knightscoop_20130927_36_5,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-09-27,36,5,キダ・タロー恐怖症!?,,"{""ホスト"":""キダ・タロー, ""探偵"":""桂小枝, ""位置"":""三重県""}",,,
knightscoop_20131004_37_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-10-04,37,1,泣かずに読みたい花嫁の手紙,,"{""ホスト"":""キダ・タロー, ""探偵"":""たむらけんじ, ""位置"":""奈良県""}",,,
knightscoop_20131004_37_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-10-04,37,2,小ネタ集 「懸垂の鬼」はどこへ？,,"{""ホスト"":""キダ・タロー, ""探偵"":""真栄田賢, ""位置"":""兵庫県""}",,,
knightscoop_20131004_37_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-10-04,37,3,小ネタ集 お風呂でアイスはたいへん！,,"{""ホスト"":""キダ・タロー, ""探偵"":""真栄田賢, ""位置"":""徳島県""}",,,
knightscoop_20131004_37_4,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-10-04,37,4,小ネタ集 スゴイ護身術を発見!?,,"{""ホスト"":""キダ・タロー, ""探偵"":""真栄田賢, ""位置"":""大阪府""}",,,
knightscoop_20131004_37_5,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-10-04,37,5,小ネタ集 させない超ジャンプ傘,,"{""ホスト"":""キダ・タロー, ""探偵"":""真栄田賢, ""位置"":""京都市""}",,,
knightscoop_20131004_37_6,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-10-04,37,6,小ネタ集 パンが食べられない中学教師,,"{""ホスト"":""キダ・タロー, ""探偵"":""真栄田賢, ""位置"":""大阪府""}",,,
knightscoop_20131004_37_7,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-10-04,37,7,絶対に完成しない通天閣!?,,"{""ホスト"":""キダ・タロー, ""探偵"":""田村裕, ""位置"":""京都府""}",,,
knightscoop_20131011_38_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-10-11,38,1,憧れのベニテングダケ,,"{""ホスト"":""キダ・タロー, ""探偵"":""石田靖, ""位置"":""宮城県""}",,,
knightscoop_20131011_38_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-10-11,38,2,旭ポンズを愛するイギリス人,,"{""ホスト"":""キダ・タロー, ""探偵"":""間寛平, ""位置"":""大阪市""}",,,
knightscoop_20131011_38_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-10-11,38,3,ウンコをする時に握力が増す？,,"{""ホスト"":""キダ・タロー, ""探偵"":""澤部佑, ""位置"":""広島県""}",,,
knightscoop_20131018_39_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-10-18,39,1,彼氏の愛を確かめたい小学１年生,,"{""ホスト"":""桂ざこば, ""探偵"":""石田靖, ""位置"":""兵庫県尼崎市""}",,,
knightscoop_20131018_39_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-10-18,39,2,新種発見!?謎の球体生物,,"{""ホスト"":""桂ざこば, ""探偵"":""田村裕, ""位置"":""大阪府""}",,,
knightscoop_20131018_39_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-10-18,39,3,こそばされる快感よ もう一度！,,"{""ホスト"":""桂ざこば, ""探偵"":""橋本直, ""位置"":""兵庫県""}",,,
knightscoop_20131025_40_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-10-25,40,1,恐怖の吊り橋を渡りたい！,,"{""ホスト"":""五木ひろし, ""探偵"":""澤部佑, ""位置"":""奈良県""}",,,
knightscoop_20131025_40_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-10-25,40,2,視聴率調査in東淀川,,"{""ホスト"":""五木ひろし, ""探偵"":""間寛平, ""位置"":""""}",,,
knightscoop_20131025_40_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-10-25,40,3,鼻の毛穴の角栓が見たい！,,"{""ホスト"":""五木ひろし, ""探偵"":""竹山隆範, ""位置"":""大阪府""}",,,
knightscoop_20131101_41_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-01,41,1,僕の編み出したプロレスの必殺技,,"{""ホスト"":""武蔵, ""探偵"":""真栄田賢, ""位置"":""奈良県""}",,,
knightscoop_20131101_41_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-01,41,2,弟は鈴虫の鳴きマネ名人,,"{""ホスト"":""武蔵, ""探偵"":""竹山隆範, ""位置"":""福岡県""}",,,
knightscoop_20131101_41_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-01,41,3,「もずのはやにえ」を見たい,,"{""ホスト"":""武蔵, ""探偵"":""たむらけんじ, ""位置"":""大阪府""}",,,
knightscoop_20131108_42_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-08,42,1,体重120キロ!?悲願の股抜きショット,,"{""ホスト"":""下柳剛, ""探偵"":""橋本直, ""位置"":""京都府""}",,,
knightscoop_20131108_42_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-08,42,2,憧れの親指姫,,"{""ホスト"":""下柳剛, ""探偵"":""澤部佑, ""位置"":""徳島県""}",,,
knightscoop_20131108_42_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-08,42,3,光り輝く蚊のウンコ!?,,"{""ホスト"":""下柳剛, ""探偵"":""石田靖, ""位置"":""山口県""}",,,
knightscoop_20131115_43_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-15,43,1,話し言葉の文字数が瞬時に分かる男!?,,"{""ホスト"":""ルー大柴, ""探偵"":""間寛平, ""位置"":""新潟県""}",,,
knightscoop_20131115_43_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-15,43,2,鍋にお皿がはまった夫婦の悲劇,,"{""ホスト"":""ルー大柴, ""探偵"":""竹山隆範, ""位置"":""大阪府""}",,,
knightscoop_20131115_43_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-15,43,3,入れ替わった？ボクの自転車,,"{""ホスト"":""ルー大柴, ""探偵"":""真栄田賢, ""位置"":""鹿児島県鹿児島市""}",,,
knightscoop_20131122_44_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-22,44,1,世界最強の激辛料理でリベンジ！,,"{""ホスト"":""林裕人, ""探偵"":""田村裕, ""位置"":""大阪府""}",,,
knightscoop_20131122_44_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-22,44,2,ふくよか乙女たちの枕投げ!?,,"{""ホスト"":""林裕人, ""探偵"":""たむらけんじ, ""位置"":""大阪府""}",,True,https://chikichiki.tube/knightscoop/video/2013-11-22-2-en
knightscoop_20131122_44_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-22,44,3,20年以上見下し続ける姉に勝ちたい,,"{""ホスト"":""林裕人, ""探偵"":""澤部佑, ""位置"":""京都市""}",,,
knightscoop_20131129_45_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-29,45,1,深海魚とひとつになりたい乙女,,"{""ホスト"":""桧山進次郎, ""探偵"":""竹山隆範, ""位置"":""奈良県""}",,,
knightscoop_20131129_45_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-29,45,2,小ネタ集 芝居で使う「頭を殴るビン」？,,"{""ホスト"":""桧山進次郎, ""探偵"":""橋本直, ""位置"":""大阪府""}",,,
knightscoop_20131129_45_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-29,45,3,小ネタ集 手を使わずに鼻をつまむ！,,"{""ホスト"":""桧山進次郎, ""探偵"":""橋本直, ""位置"":""兵庫県""}",,,
knightscoop_20131129_45_4,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-29,45,4,小ネタ集 生もやしで変な声に!?,,"{""ホスト"":""桧山進次郎, ""探偵"":""橋本直, ""位置"":""京都府""}",,,
knightscoop_20131129_45_5,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-29,45,5,小ネタ集 忍び足ができない母,,"{""ホスト"":""桧山進次郎, ""探偵"":""橋本直, ""位置"":""大阪市""}",,,
knightscoop_20131129_45_6,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-29,45,6,小ネタ集 僕のオシリは無敵！,,"{""ホスト"":""桧山進次郎, ""探偵"":""橋本直, ""位置"":""京都市""}",,,
knightscoop_20131129_45_7,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-29,45,7,小ネタ集 お母さんの手は判る！,,"{""ホスト"":""桧山進次郎, ""探偵"":""橋本直, ""位置"":""兵庫県""}",,,
knightscoop_20131129_45_8,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-11-29,45,8,母の大根おろしだけが辛くなる？,,"{""ホスト"":""桧山進次郎, ""探偵"":""石田靖, ""位置"":""熊本県""}",,,
knightscoop_20131206_46_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-12-06,46,1,マジシャンに会いに行く３歳児,,"{""ホスト"":""山田五郎, ""探偵"":""真栄田賢, ""位置"":""神奈川県""}",,,
knightscoop_20131206_46_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-12-06,46,2,ゴミ部屋でなくなったＵＳＢメモリー,,"{""ホスト"":""山田五郎, ""探偵"":""田村裕, ""位置"":""大阪府岸和田市""}",,,
knightscoop_20131206_46_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-12-06,46,3,ハンドミキサーでピンポーン？,,"{""ホスト"":""山田五郎, ""探偵"":""たむらけんじ, ""位置"":""大阪府""}",,,
knightscoop_20131213_47_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-12-13,47,1,間違いだらけのだんじりの歴史？,,"{""ホスト"":""上戸彩, ""探偵"":""間寛平, ""位置"":""大阪府高石市""}",,,
knightscoop_20131213_47_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-12-13,47,2,九州のパラダイス？謎のカラクリ研究所 阿蘇カラクリ研究所,,"{""ホスト"":""上戸彩, ""探偵"":""澤部佑, ""位置"":""京都府""}",,,
knightscoop_20131213_47_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-12-13,47,3,私と上戸彩、どっちがカワイイ？,,"{""ホスト"":""上戸彩, ""探偵"":""田村裕, ""位置"":""大阪府""}",,,
knightscoop_20131220_48_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-12-20,48,1,夫に仕返しを！,,"{""ホスト"":""壇蜜, ""探偵"":""真栄田賢, ""位置"":""神戸市垂水区""}",,,
knightscoop_20131220_48_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-12-20,48,2,新ゲーム「ひっかりーん７」,,"{""ホスト"":""壇蜜, ""探偵"":""石田靖, ""位置"":""佐賀県""}",,,
knightscoop_20131220_48_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2013-12-20,48,3,イノシシを手づかみ!?,,"{""ホスト"":""壇蜜, ""探偵"":""橋本直, ""位置"":""和歌山県""}",,,
knightscoop_20140110_1_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-10,1,1,ペットボトルのフタが動く怪奇現象,,"{""ホスト"":""百田尚樹, ""探偵"":""澤部佑, ""位置"":""三重県""}",,,
knightscoop_20140110_1_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-10,1,2,小ネタ集 いつでもオナラ出します,,"{""ホスト"":""百田尚樹, ""探偵"":""竹山隆範, ""位置"":""滋賀県""}",,,
knightscoop_20140110_1_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-10,1,3,小ネタ集 ウマいけど腹が立つトルコアイス屋さん,,"{""ホスト"":""百田尚樹, ""探偵"":""竹山隆範, ""位置"":""堺市""}",,,
knightscoop_20140110_1_4,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-10,1,4,小ネタ集 オンチで困っています,,"{""ホスト"":""百田尚樹, ""探偵"":""竹山隆範, ""位置"":""福岡県""}",,,
knightscoop_20140110_1_5,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-10,1,5,小ネタ集 オンチも上手に歌える曲,,"{""ホスト"":""百田尚樹, ""探偵"":""竹山隆範, ""位置"":""京都府""}",,,
knightscoop_20140110_1_6,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-10,1,6,小ネタ集 けんそんするオッチャン亀？,,"{""ホスト"":""百田尚樹, ""探偵"":""竹山隆範, ""位置"":""神戸市""}",,,
knightscoop_20140110_1_7,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-10,1,7,小ネタ集 友人の「ホ－」で全身がムズムズ!?,,"{""ホスト"":""百田尚樹, ""探偵"":""竹山隆範, ""位置"":""大阪府吹田市""}",,,
knightscoop_20140110_1_8,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-10,1,8,小ネタ集 弟はヒザカックンに弱すぎる,,"{""ホスト"":""百田尚樹, ""探偵"":""竹山隆範, ""位置"":""大阪市""}",,,
knightscoop_20140110_1_9,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-10,1,9,虫が怖いボディビルダー,,"{""ホスト"":""百田尚樹, ""探偵"":""石田靖, ""位置"":""三重県""}",,,
knightscoop_20140117_2_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-17,2,1,セパタクローでリベンジを,,"{""ホスト"":""キダ・タロー, ""探偵"":""間寛平, ""位置"":""石川県金沢市""}",,,
knightscoop_20140117_2_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-17,2,2,パジャマをめぐって対立する父と夫,,"{""ホスト"":""キダ・タロー, ""探偵"":""橋本直, ""位置"":""広島県""}",,,
knightscoop_20140117_2_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-17,2,3,深夜の視聴率調査in大正,,"{""ホスト"":""キダ・タロー, ""探偵"":""たむらけんじ, ""位置"":""""}",,,
knightscoop_20140124_3_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-24,3,1,13/06/21 食器棚の扉を開けると茶碗が割れる！,,"{""ホスト"":""総集編, ""探偵"":""田村裕, ""位置"":""兵庫県""}",,,
knightscoop_20140124_3_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-24,3,2,13/04/12 輪唱ができない！,,"{""ホスト"":""総集編, ""探偵"":""石田靖, ""位置"":""和歌山県""}",,,
knightscoop_20140124_3_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-24,3,3,13/01/11 一瞬でボロボロになるＴシャツ？,,"{""ホスト"":""総集編, ""探偵"":""たむらけんじ, ""位置"":""京都府""}",,,
knightscoop_20140124_3_4,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-24,3,4,13/11/08 体重120キロ!?悲願の股抜きショット,,"{""ホスト"":""総集編, ""探偵"":""橋本直, ""位置"":""京都府""}",,,
knightscoop_20140131_4_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-31,4,1,ネット動画で鍛えたボクシング,,"{""ホスト"":""ルー大柴, ""探偵"":""田村裕, ""位置"":""兵庫県""}",,,
knightscoop_20140131_4_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-31,4,2,年中半袖！「寒い」と言わない男,,"{""ホスト"":""ルー大柴, ""探偵"":""澤部佑, ""位置"":""大阪市""}",,,
knightscoop_20140131_4_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-01-31,4,3,うちの息子はどこまでついて行く？,,"{""ホスト"":""ルー大柴, ""探偵"":""たむらけんじ, ""位置"":""兵庫県""}",,,
knightscoop_20140207_5_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-02-07,5,1,犬小屋に入らない犬,,"{""ホスト"":""円広志, ""探偵"":""竹山隆範, ""位置"":""和歌山県""}",,,
knightscoop_20140207_5_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-02-07,5,2,可愛く走れるようになりたい,,"{""ホスト"":""円広志, ""探偵"":""橋本直, ""位置"":""奈良県""}",,,
knightscoop_20140207_5_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-02-07,5,3,たこ焼き店を飛び出した妻,,"{""ホスト"":""円広志, ""探偵"":""真栄田賢, ""位置"":""岡山県""}",,,
knightscoop_20140214_6_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-02-14,6,1,頭相撲の横綱は４歳児,,"{""ホスト"":""山田五郎, ""探偵"":""真栄田賢, ""位置"":""大阪市""}",,,
knightscoop_20140214_6_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-02-14,6,2,飛行機に乗りたい96歳,,"{""ホスト"":""山田五郎, ""探偵"":""竹山隆範, ""位置"":""大阪府""}",,,
knightscoop_20140214_6_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-02-14,6,3,カレーが燃えた？,,"{""ホスト"":""山田五郎, ""探偵"":""澤部佑, ""位置"":""静岡県""}",,,
knightscoop_20140221_7_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-02-21,7,1,鍋やめて！,,"{""ホスト"":""佐々木蔵之助, ""探偵"":""石田靖, ""位置"":""堺市""}",,,
knightscoop_20140221_7_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-02-21,7,2,開かない醤油さし,,"{""ホスト"":""佐々木蔵之助, ""探偵"":""田村裕, ""位置"":""熊本県""}",,,
knightscoop_20140221_7_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-02-21,7,3,ヤギを飼いたい母,,"{""ホスト"":""佐々木蔵之助, ""探偵"":""たむらけんじ, ""位置"":""愛知県""}",,,
knightscoop_20140228_8_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-02-28,8,1,クマとのサーモン三本勝負,,"{""ホスト"":""桂ざこば, ""探偵"":""間寛平, ""位置"":""大阪府""}",,,
knightscoop_20140228_8_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-02-28,8,2,小ネタ集 顔面アルファベット,,"{""ホスト"":""桂ざこば, ""探偵"":""石田靖, ""位置"":""""}",,,
knightscoop_20140228_8_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-02-28,8,3,小ネタ集 糸こんにゃくは一気喰い出来ない,,"{""ホスト"":""桂ざこば, ""探偵"":""石田靖, ""位置"":""""}",,,
knightscoop_20140228_8_4,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-02-28,8,4,小ネタ集 くるぶしでデコピン＆コイントス,,"{""ホスト"":""桂ざこば, ""探偵"":""石田靖, ""位置"":""""}",,,
knightscoop_20140228_8_5,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-02-28,8,5,小ネタ集 つっかけで走ったら世界一,,"{""ホスト"":""桂ざこば, ""探偵"":""石田靖, ""位置"":""滋賀県""}",,,
knightscoop_20140228_8_6,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-02-28,8,6,小ネタ集 新発見！ビンタが痛くない,,"{""ホスト"":""桂ざこば, ""探偵"":""石田靖, ""位置"":""""}",,,
knightscoop_20140228_8_7,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-02-28,8,7,腕相撲が弱すぎる男,,"{""ホスト"":""桂ざこば, ""探偵"":""たむらけんじ, ""位置"":""大阪府""}",,,
knightscoop_20140307_9_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-03-07,9,1,絶対にキレイに食べられないミルクレープ,,"{""ホスト"":""熊谷真実, ""探偵"":""橋本直, ""位置"":""京都市""}",,,
knightscoop_20140307_9_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-03-07,9,2,尊敬する数学教授と夢のセッション,,"{""ホスト"":""熊谷真実, ""探偵"":""田村裕, ""位置"":""大阪府""}",,,
knightscoop_20140307_9_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-03-07,9,3,タンスに隠したダイヤ,,"{""ホスト"":""熊谷真実, ""探偵"":""真栄田賢, ""位置"":""京都府""}",,,
knightscoop_20140314_10_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-03-14,10,1,師匠のビーフシチュー,,"{""ホスト"":""立川談春, ""探偵"":""澤部佑, ""位置"":""福岡県""}",,,
knightscoop_20140314_10_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-03-14,10,2,相撲取りのパワーを体感したい,,"{""ホスト"":""立川談春, ""探偵"":""田村裕, ""位置"":""広島県""}",,,
knightscoop_20140314_10_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-03-14,10,3,カメムシが臭くなくなる秘技,,"{""ホスト"":""立川談春, ""探偵"":""橋本直, ""位置"":""岡山県""}",,,
knightscoop_20140321_11_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-03-21,11,1,私たちは象使い,,"{""ホスト"":""キダ・タロー, ""探偵"":""竹山隆範, ""位置"":""大阪府""}",,,
knightscoop_20140321_11_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-03-21,11,2,古代遺跡の森じい？,,"{""ホスト"":""キダ・タロー, ""探偵"":""石田靖, ""位置"":""高知県""}",,,
knightscoop_20140321_11_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-03-21,11,3,卒業までに居眠りを,,"{""ホスト"":""キダ・タロー, ""探偵"":""真栄田賢, ""位置"":""岡山県""}",,,
knightscoop_20140328_12_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-03-28,12,1,謎の子守唄,,"{""ホスト"":""渡辺美里, ""探偵"":""間寛平, ""位置"":""神戸市""}",,,
knightscoop_20140328_12_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-03-28,12,2,足に棒がグサリ,,"{""ホスト"":""渡辺美里, ""探偵"":""竹山隆範, ""位置"":""鹿児島県""}",,,
knightscoop_20140328_12_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-03-28,12,3,「顔」が食べられない,,"{""ホスト"":""渡辺美里, ""探偵"":""石田靖, ""位置"":""奈良県""}",,,
knightscoop_20140404_13_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-04-04,13,1,母と娘のベロベロバトル,,"{""ホスト"":""柏木由紀, ""探偵"":""たむらけんじ, ""位置"":""京都府""}",,,
knightscoop_20140404_13_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-04-04,13,2,蛍光灯を替えてほしい,,"{""ホスト"":""柏木由紀, ""探偵"":""澤部佑, ""位置"":""大分県""}",,,
knightscoop_20140404_13_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-04-04,13,3,しゃくれのイイところを探して,,"{""ホスト"":""柏木由紀, ""探偵"":""橋本直, ""位置"":""大阪市""}",,,
knightscoop_20140411_14_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-04-11,14,1,足相撲王者決定戦！,,"{""ホスト"":""緒形直人, ""探偵"":""たむらけんじ, ""位置"":""東京都""}",,,
knightscoop_20140411_14_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-04-11,14,2,探偵とデートしたい男,,"{""ホスト"":""緒形直人, ""探偵"":""竹山隆範, ""位置"":""大阪府""}",,True,https://chikichiki.tube/knightscoop/video/2014-04-11-2-en
knightscoop_20140411_14_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-04-11,14,3,１時間おきに聞こえる謎の音,,"{""ホスト"":""緒形直人, ""探偵"":""田村裕, ""位置"":""大阪府""}",,,
knightscoop_20140418_15_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-04-18,15,1,父の愛するオンボロ車,,"{""ホスト"":""キダ・タロー, ""探偵"":""澤部佑, ""位置"":""和歌山県""}",,,
knightscoop_20140418_15_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-04-18,15,2,変顔で攻撃する２歳児,,"{""ホスト"":""キダ・タロー, ""探偵"":""橋本直, ""位置"":""大阪市""}",,,
knightscoop_20140418_15_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-04-18,15,3,オシッコをすると牛が笑う？,,"{""ホスト"":""キダ・タロー, ""探偵"":""真栄田賢, ""位置"":""沖縄県""}",,,
knightscoop_20140425_16_1,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-04-25,16,1,丸茂、お前、歌、下手やなぁ,,"{""ホスト"":""坂本冬美, ""探偵"":""間寛平, ""位置"":""兵庫県""}",,,
knightscoop_20140425_16_2,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-04-25,16,2,小ネタ集 50・60歳代の男性は全員コブラツイストができる!?,,"{""ホスト"":""坂本冬美, ""探偵"":""澤部佑, ""位置"":""兵庫県明石市""}",,,
knightscoop_20140425_16_3,knightscoop,Knight Scoop,探偵!ナイトスクープ,2014-04-25,16,3,小ネタ集 オランダ人は大好きだけど日本人にはツライあめ？,,"{""ホスト"":""坂本冬美, ""探偵"":""澤部佑, ""位置"":""横浜市""}",,,
